Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 52668.166427052856 0.9009905675153044
Redshift 0.03285606337701798 0 F
Color 0.07735168546858284 0.062261773976382016
X0 0.002162584714746444 0.0002397566953359414
X1 -1.4568329286065707 0.28826904136917614
RestFrameMag_0_UX 17.074740503735534 0.0
RestFrameMag_0_B 17.30601190517002 0.12037101838570838
RestFrameMag_0_V 17.217395506042536 0.0
RestFrameMag_0_R 17.15985549429189 0.0
CovDayMaxDayMax 0.8117840027515502 -1
CovDayMaxRestFrameMag_0_B 0.08276639415684552 -1
CovDayMaxX1 -0.02698552959315532 -1
CovDayMaxColor 0.032921911126849404 -1
CovRestFrameMag_0_BDayMax 0.08276639415684553 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.014489182067212544 -1
CovRestFrameMag_0_BX1 0.012313544934007468 -1
CovRestFrameMag_0_BColor 0.0068971033247027256 -1
CovX1DayMax -0.02698552959315546 -1
CovX1RestFrameMag_0_B 0.012313544934007456 -1
CovX1X1 0.08309904021190379 -1
CovX1Color 0.005379949162718606 -1
CovColorDayMax 0.03292191112684937 -1
CovColorRestFrameMag_0_B 0.006897103324702724 -1
CovColorX1 0.005379949162718611 -1
CovColorColor 0.003876528498686081 -1

dmu_estimate 0.09531501802845069
FirstPhase  10.820755518052511
LastPhase  40.70615881333965
LatestNegPhase  1000
EarliestPosPhase  10.820755518052511
NightsNegPhase  0
NightsPosPhase  8

salt3source   1
salt2_version   salt3-f22
