#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
57908.40214  15.575  0.025
57908.404  15.576  0.024
57912.95787  15.329  0.025
57912.95976  15.343  0.023
57916.0834  15.435  0.025
57916.08525  15.426  0.024
57920.72347  15.905  0.025
57920.72535  15.902  0.024
57924.71566  16.331  0.028
57924.71752  16.347  0.027
57927.74637  16.655  0.025
57927.74823  16.65  0.025
57932.11848  16.992  0.028
57932.12037  17.001  0.027
57935.72431  17.224  0.041
57935.72617  17.191  0.032
57938.39172  17.336  0.038
57938.39362  17.335  0.038
57941.77151  17.45  0.036
57941.7734  17.467  0.037
57944.09021  17.574  0.036
57944.0921  17.544  0.036
57952.04435  17.851  0.03
57952.04624  17.855  0.031
57957.77017  18.119  0.051
57957.77207  18.012  0.047
57975.38129  18.704  0.054
57975.38318  18.674  0.054
