#Format:      
#Parameter    MagSys|Instrument|Band                           RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_B    4379.308093527251     All      -0.484746420230634         0.3822529011803244        0.08120041984597687       0.2860338042116799         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_I    7840.99023229613      All      0.19864237271845792        -0.055065402137000063     -0.01357450385883422      -0.08324673677007109       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R                   6382.267053246434     All      0.6965298553763853         -0.06726930397977782      0.4614771011702165        -0.22820091091069822       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V                   5379.471660051113     All      0.2560866959373589         0.2547380411658473        0.10551342723913465       0.004269278423534149       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_R    6535.857733029551     All      0.5044157354812148         -0.11448326142966536      -0.4811331884828168       -0.2230665289032658        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_V    5376.8091159684245    All      0.20060679249068916        0.2206475901630256        -0.1635496051060492       -0.0007705205951766534     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B                   4364.428149790867     All      -0.58472270978757          0.417760128192457         -0.16743233549904285      0.3190699048914196         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I                   7891.593353996323     All      0.20980953109620615        -0.04168990299602271      0.17805629838452494       -0.0739758049555534        
Check         All|All|All                                      All                   All      0.9966218530821083         0.9968907901591884        0.0005576136931099984     0.00011248539186846374     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_B    4379.308093527251     All      -0.00032023238918996687    0.00022198604442830232    -0.0001454258185069706    0.0001701286959227408      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_I    7840.99023229613      All      4.995149031888852e-05      -8.919406648497165e-06    5.782173281307372e-05     -1.659586956742495e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R                   6382.267053246434     All      -4.241620338419456e-05     1.1009923213992129e-06    -9.937183360567187e-05    9.740473779028249e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V                   5379.471660051113     All      0.00015748880217525426     0.0001363850220133175     0.00014932605964525903    -2.1045928030497024e-07    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_R    6535.857733029551     All      -0.00010973869531816693    -3.440063693312136e-05    -0.0007601056112254296    -9.379938225680221e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_V    5376.8091159684245    All      2.559548107733801e-05      9.522481023689697e-05     -0.0008276938500908305    -1.4255611825043919e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B                   4364.428149790867     All      -0.00035945784986828977    0.00023721158830120428    -0.0002165716480331358    0.00018469026787913827     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I                   7891.593353996323     All      5.577425709257242e-05      -9.756859313651956e-06    6.919812114806472e-05     -1.8257646191836976e-05    
MWEBV         All|All|All                                      All                   All      -0.8275988391079268        -4.090087135875775        -0.0039206670086357346    -1.0628747322957757        
Redshift      All|All|All                                      All                   All      3.111094766271918          0.32939523218988853       -1.3663296297874339       -0.9670640694993186        
