#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_i          6639.711285344957    All      0.9341185250186013         -0.05738642248207526      0.11678817346132447        -0.3177540611519463        
Zeropoint     AB|DECam|DECam_g          4112.143944667231    All      -0.8316435038026385        0.7109089688224657        0.025090305614897265       0.5035797539069529         
Zeropoint     AB|DECam|DECam_r          5465.344790140152    All      0.5144207490743473         0.39079834080801845       -0.25752389026192074       -0.051759993886714005      
Zeropoint     AB|DECam|DECam_z          7780.765094762325    All      0.3801883853099636         -0.045479779750401406     0.11761413721599112        -0.13340554666507304       
Check         All|All|All               All                  All      0.9970841556002736         0.9988411073980075        0.001968726030292134       0.000660152203219494       
Lambda        AB|DECam|DECam_i          6639.711285344957    All      -0.00033084413121099184    1.4665563161791636e-06    -0.00024707560187746006    9.721867428988892e-05      
Lambda        AB|DECam|DECam_g          4112.143944667231    All      -0.0008353267357649259     0.0005627920686042934     -0.0007068156946560066     0.00042387135316004774     
Lambda        AB|DECam|DECam_r          5465.344790140152    All      0.00011474766990430773     4.529563657610398e-05     -0.0004851970672561931     -4.4274928841140785e-05    
Lambda        AB|DECam|DECam_z          7780.765094762325    All      -0.00011687169715904825    3.537486893042759e-05     0.00011961417258175242     5.492954649289118e-05      
MWEBV         All|All|All               All                  All      -0.5148704688802339        -3.345012825935356        0.040416776391522254       -0.9200668595079752        
Redshift      All|All|All               All                  All      6.920197442696441          -0.9346554312456234       1.1384394649461849         -2.5077806733695236        
