#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_B
@MAGSYS  Linear_AB11_off
53154.31  17.2  0.043
53160.23  16.386  0.018
53161.27  16.367  0.016
53163.34  16.365  0.02
53166.32  16.401  0.013
53168.33  16.568  0.018
53170.29  16.734  0.014
53172.3  16.904  0.019
53174.32  17.096  0.02
53176.3  17.406  0.024
53178.31  17.643  0.033
53180.29  17.892  0.034
53183.29  18.271  0.081
53193.24  19.039  0.079
53196.2  19.349  0.129
53199.19  19.666  0.27
53202.19  19.555  0.165
53205.21  19.708  0.264
