#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_g          3702.620244376022    All      -0.6937831023066545        0.44568569512684064        0.2768822286229071         0.38351845692339853       
Zeropoint     AB|DECam|DECam_z          7005.887620729348    All      0.6901558774438974         0.058677538405937923       0.833665963144008          -0.16849058699909783      
Zeropoint     AB|DECam|DECam_i          5978.470051811289    All      0.825381353864894          0.08600527649189615        -0.20186501497020548       -0.2498474216364547       
Zeropoint     AB|DECam|DECam_r          4921.057369285628    All      0.17396125439755422        0.4085461325114892         -0.9034051933650363        0.036097187825057         
Check         All|All|All               All                  All      0.995715383399691          0.9989146425361639         0.005277983431673294       0.0012776361129029912     
Lambda        AB|DECam|DECam_g          3702.620244376022    All      -0.001186403733059873      0.0005821743962135216      -0.0009756922851935864     0.0005325434157009359     
Lambda        AB|DECam|DECam_z          7005.887620729348    All      -0.00044733434851122923    -3.928599697771818e-05     -0.0005248900357395225     0.00010949134092416824    
Lambda        AB|DECam|DECam_i          5978.470051811289    All      -6.48489663403864e-05      -1.0830770041219013e-05    -1.9184543363297727e-05    1.673938562162723e-05     
Lambda        AB|DECam|DECam_r          4921.057369285628    All      -0.00017817288560115392    -5.483880402341181e-05     -0.0017863459949295653     -3.954244942267372e-05    
MWEBV         All|All|All               All                  All      -0.46446539638345863       -2.8268605634536925        0.1867128597031859         -0.7611776890198363       
Redshift      All|All|All               All                  All      6.698570991026345          -0.020202947420244755      4.945796215020475          -1.9678175429930895       
