#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_z                8493.328249732254    All      0.36490785243911755        -0.0972990207059432        0.06640654991235118       -0.14759256540946863      
Zeropoint     AB|PS|PS_g                4804.667625085967    All      -1.1296523653860095        1.2673700584110215         -0.11757394120700537      0.7755422781275803        
Zeropoint     AB|PS|PS_i                7390.361141142517    All      0.6396356577047798         -0.09466868227709924       0.5974467106104109        -0.2125257787062713       
Zeropoint     AB|PS|PS_r                6101.601714592569    All      1.131625823317085          -0.06908554626079422       -0.4782592883461889       -0.4124537107756701       
Check         All|All|All               All                  All      1.0065169680749733         1.0063168091671848         0.06802003096956777       0.0029702232361701886     
Lambda        AB|PS|PS_z                8493.328249732254    All      0.0004511772379604112      -0.00012968633896647482    5.5988496480861245e-05    -0.000186707867397071     
Lambda        AB|PS|PS_g                4804.667625085967    All      -0.0003639896934604347     -1.754026866572354e-06     -0.0018427125415331211    3.576027635303737e-05     
Lambda        AB|PS|PS_i                7390.361141142517    All      -0.00017430117939677304    -2.69074252565295e-05      -0.0006339735613627735    1.971966652558423e-05     
Lambda        AB|PS|PS_r                6101.601714592569    All      -0.00014953904703026734    -3.974378993725232e-05     -0.0003964060352715851    1.8074146664758253e-05    
MWEBV         All|All|All               All                  All      -0.6979012680779562        -4.077888604842439         0.03889207914940518       -1.099237498997073        
Redshift      All|All|All               All                  All      5.071607653503956          1.7464453606101493         10.745222260972747        -0.6036048348991988       
