#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4297.9999814656985    All      -0.1085315247781067        0.055623312892283394       -0.11151777201738905       0.04849410518045857        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7394.282003108601     All      0.1854011052457751         -0.02678887467739699       0.08568914572394166        -0.06529334428631664       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             7996.677985249133     All      0.0619376152642834         -0.007554061877979024      0.04077552083612116        -0.020816101233783003      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6191.982559834329     All      0.17718620982629554        -0.002235600610145383      0.03777277134609668        -0.056757961160268953      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4672.038405763083     All      -0.22362876247778835       0.2804399173697014         0.2248775408849088         0.17422700421782483        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5224.494530011019     All      0.20713389974678698        0.13236877628743926        0.07611171193883641        -0.020956944274829678      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6047.734936472703     All      0.4904547295442061         -0.03225863511699956       -0.1021788275254329        -0.17482471141113679       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5237.034518399244     All      0.05947792154132324        0.03922379839353951        0.060956418290004206       -0.003877229264512428      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6095.858128307853     All      0.36087552085921404        -0.010485693835082799      -0.07726089857914417       -0.12441236410411713       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6190.7833207905105    All      0.1357355106109124         -0.004623421420824059      0.05116753991024024        -0.04343614953225849       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4263.617504260903     All      -0.20984638611582038       0.13580139653930345        -0.0721719581926958        0.10936815126473112        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7421.648472687216     All      0.15666494904699824        -0.019806590372883903      0.07473615466387562        -0.05414745479834892       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4276.832083830141     All      -0.2791176857936458        0.18053866756266856        -0.01405695970110232       0.14909789898282194        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5233.990715420078     All      0.04907942956556269        0.051230969007765026       -0.1413833106023974        -0.005608460622256062      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3495.1303985684717    All      -0.1335873722448241        0.05969388819915267        0.002647068451417838       0.06307619179863877        
