#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_i
@MAGSYS  Linear_AB11_off
54765.2  17.31  0.009
54766.21  17.361  0.007
54768.11  17.4  0.008
54770.1  17.381  0.009
54772.18  17.431  0.009
54776.14  17.829  0.011
54779.09  18.076  0.013
54781.12  18.13  0.049
54783.17  18.082  0.018
54789.18  17.894  0.012
54792.06  17.867  0.011
54795.13  18.037  0.014
54801.21  18.552  0.017
54802.1  18.554  0.016
54806.1  18.785  0.019
54809.13  18.992  0.044
54814.07  19.169  0.026
54818.07  19.329  0.028
54820.09  19.431  0.03
54824.05  19.606  0.045
54831.08  19.876  0.034
54844.05  20.296  0.075
