Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54094.8734181426 1.704747381748688
Redshift 0.757 0 F
Color 0.039173446147942784 0.10395088876831571
X0 3.962322587367604e-06 2.4711225236328577e-07
X1 -0.5759542171461584 1.3172985063768414
RestFrameMag_0_UX 23.834683035748352 0.0
RestFrameMag_0_B 24.148687877671797 0.06771248759137329
RestFrameMag_0_V 24.090650139724055 0.0
RestFrameMag_0_R 24.069550073784335 0.0
CovDayMaxDayMax 2.906163635579007 -1
CovDayMaxRestFrameMag_0_B -0.025080392443614364 -1
CovDayMaxX1 -0.013467998853210135 -1
CovDayMaxColor 0.03264546419226874 -1
CovRestFrameMag_0_BDayMax -0.025080392443614246 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.004584980975811881 -1
CovRestFrameMag_0_BX1 0.028242895620780764 -1
CovRestFrameMag_0_BColor -0.0033113690489585193 -1
CovX1DayMax -0.013467998853209246 -1
CovX1RestFrameMag_0_B 0.028242895620780736 -1
CovX1X1 1.7352753549026576 -1
CovX1Color 0.04654201841154476 -1
CovColorDayMax 0.03264546419226911 -1
CovColorRestFrameMag_0_B -0.0033113690489585236 -1
CovColorX1 0.046542018411544615 -1
CovColorColor 0.010805787275722746 -1

dmu_estimate 0.357656221699295
FirstPhase  -14.571040490947704
LastPhase  10.967718757770893
LatestNegPhase  -0.38982250574872446
EarliestPosPhase  0.1507011140604208
NightsNegPhase  7
NightsPosPhase  7

salt3source   1
salt2_version   salt3-f22
