#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
56427.08067  14.813  0.023
56427.08154  14.809  0.023
56427.74779  14.644  0.024
56427.74866  14.655  0.022
56428.78857  14.459  0.024
56428.78942  14.464  0.024
56431.12358  14.163  0.025
56443.04548  13.98  0.024
56443.04654  13.96  0.026
56448.04094  14.399  0.023
56448.04204  14.399  0.024
56453.71469  14.605  0.024
56453.71554  14.61  0.024
56454.00986  14.679  0.023
56454.01108  14.663  0.023
56458.99227  14.684  0.024
56458.99341  14.706  0.022
56460.99483  14.728  0.026
56460.99596  14.726  0.024
56462.9925  14.773  0.022
56462.99361  14.779  0.022
56465.00972  14.854  0.024
56465.01082  14.847  0.024
56467.00983  14.983  0.024
56467.01094  14.962  0.027
56469.00992  15.145  0.024
56469.01101  15.124  0.026
56474.99451  15.511  0.023
56474.99561  15.506  0.022
56475.99244  15.576  0.023
56475.99353  15.571  0.024
56479.81107  15.688  0.023
56479.81192  15.664  0.025
56479.99244  15.729  0.024
56479.99353  15.723  0.023
56482.75891  15.777  0.023
56482.76013  15.725  0.027
56485.98909  15.939  0.023
56485.99059  15.925  0.023
56487.07501  15.934  0.023
56487.07621  15.928  0.024
56487.98896  15.997  0.024
56487.99273  16.018  0.024
56489.98883  16.042  0.026
56489.99223  16.063  0.028
56497.72147  16.293  0.026
56497.72294  16.324  0.026
56501.99374  16.41  0.027
56501.99517  16.425  0.027
56503.7502  16.477  0.024
56503.75146  16.477  0.024
56505.72156  16.532  0.028
56505.723  16.546  0.025
56505.97875  16.563  0.026
56505.97995  16.549  0.025
56507.98995  16.586  0.028
56507.99098  16.651  0.025
56508.00404  16.638  0.027
56508.00506  16.634  0.025
56510.00029  16.655  0.026
56510.9777  16.674  0.026
56510.97909  16.666  0.025
56510.99926  16.675  0.026
56514.72117  16.832  0.029
56514.72237  16.852  0.03
56515.03013  16.881  0.026
56515.03133  16.864  0.026
56516.75885  17.054  0.036
56516.76006  17.05  0.035
