#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          5017.330713130318     All      1.0096968682372724         0.45125172735023256        1.3351576908018274        -0.12232199910331906      
Zeropoint     AB|DECam|DECam_r          4129.914855475875     All      -0.4423558200061036        0.4409753608005218         -0.2557990724053688       0.27631488856256997       
Zeropoint     AB|DECam|DECam_z          5879.573674802509     All      0.6829429030116254         0.034207620162796104       -1.1734884713302556       -0.263681825218591        
Zeropoint     AB|DECam|DECam_g          3107.3619354399157    All      -0.25790468807774614       0.07216232668376676        0.10655348963627409       0.11226867845005942       
Check         All|All|All               All                   All      0.9923792631650483         0.9985970349973172         0.012423636702477037      0.002579742690719311      
Lambda        AB|DECam|DECam_i          5017.330713130318     All      -0.00035979966007021485    -8.619315380596087e-05     -0.0015325915934762538    2.0730116598699415e-05    
Lambda        AB|DECam|DECam_r          4129.914855475875     All      -0.000280373943028256      0.00024707711632283836     -0.0003333565163981672    0.00015693199237933078    
Lambda        AB|DECam|DECam_z          5879.573674802509     All      -0.00012337696222658857    -1.4097831536396694e-05    0.0005748936089906823     6.125066942081934e-05     
Lambda        AB|DECam|DECam_g          3107.3619354399157    All      -0.0009816008509990139     0.00019837652875093122     -0.0004365151304888801    0.0003648777872550386     
MWEBV         All|All|All               All                   All      -0.4510240260979266        -2.1766094057031893        0.018265414966253668      -0.5612648266302561       
Redshift      All|All|All               All                   All      3.965968466617042          0.21968598358323987        3.5350752223613586        -1.0625332825961877       
