#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5139.376107971656    All      3.7081214958112896        0.1521650696018284        0.2313061907898616        -1.1479698625639252       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4291.751035061559    All      -2.713117086494111        0.8498294843612086        -0.23495813118281972      1.1500838133170272        
Check         All|All|All                            All                  All      0.9950044093171785        1.001994553963037         -0.0036519403929581307    0.0021139507531020563     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5139.376107971656    All      0.0008701229490526893     3.266107412813767e-05     -7.60876290143622e-05     -0.0002761843257653157    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4291.751035061559    All      -0.0006162782114379929    0.00011445222965182671    -0.0012581878413525209    0.0001818758002685747     
MWEBV         All|All|All                            All                  All      -0.050749301142149594     -2.278501438661351        -0.006035393073925698     -0.7259214939317034       
Redshift      All|All|All                            All                  All      3.5983792531527037        -0.14989759500689814      -2.913743288839879        -1.3509640647331158       
