#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           3867.845401159992    All      0.3498615033341387         0.48918391840615527        -1.91891017899799         -0.040250253892738785      
Zeropoint     AB|MEGACAMPSF|z           4457.563234922906    All      1.726329333712655          0.6028888639386665         1.3906747660741736        -0.3038820934273052        
Zeropoint     AB|MEGACAMPSF|r           3164.966852408799    All      -1.0851236694246937        -0.09502393959426314       0.5278277521261643        0.34606258367156845        
Check         All|All|All               All                  All      0.9910671676221001         0.9970488427505586         -0.0004076607976521984    0.0019302363515244503      
Lambda        AB|MEGACAMPSF|i           3867.845401159992    All      0.0005195143199514329      0.000419050646842293       -0.001556375904674744     -0.00010217823193797388    
Lambda        AB|MEGACAMPSF|z           4457.563234922906    All      -0.00025659654700695714    -9.692209053533473e-05     -0.0008010209117840743    1.626533926944763e-05      
Lambda        AB|MEGACAMPSF|r           3164.966852408799    All      -0.001569060619402222      -0.00012774418403975466    0.0010036531464665528     0.0005142726112144577      
MWEBV         All|All|All               All                  All      -0.5671959598052416        -1.584031381342399         0.14288823540500317       -0.3248403040021733        
Redshift      All|All|All               All                  All      6.306490393020756          1.5132389982051464         0.30217291206999786       -1.5478350833426773        
