#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6000.332158019051    All      1.1418526473082597         0.0789476036144876        -0.9718990152833107       -0.3895945305497022       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7310.341764740014    All      0.9166435451300854         -0.3813778212445662       0.5838218793443513        -0.3967549735845197       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5207.201162042187    All      -0.32470868013662524       0.8140561659223167        0.5770424066050412        0.39668392695890314       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4210.581492241192    All      -0.7380084986871631        0.4874505594036904        -0.18275706832060848      0.39101672303939095       
Check         All|All|All                                All                  All      0.9957790136145567         0.9990765076959285        0.00620820234547334       0.0013511458640722007     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6000.332158019051    All      -0.00028669708350567333    3.957777897440899e-05     -0.001029999123236539     6.031432657872199e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7310.341764740014    All      -0.0002667993918990595     2.7714060646469677e-05    -0.0007851743001541294    6.089399785811513e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5207.201162042187    All      -0.0002949230766475296     0.0005110270758443697     -0.001011678814991786     0.00021737790059870508    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4210.581492241192    All      -0.000640811016445825      0.0004252842285476012     -0.0003191642873285885    0.0003330194585112083     
MWEBV         All|All|All                                All                  All      -0.7605391530899945        -3.9287828356608934       0.06830925637261619       -1.0289528711556517       
Redshift      All|All|All                                All                  All      11.183725937433135         -3.986995832735918        19.15171066029593         -4.086950296321991        
