#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            6723.910419133956     All      0.8182776511393711         -0.018718809836748562      0.4243784348870051        -0.2536992232562215       
Zeropoint     AB|SDSS|SDSS_g            4243.27648001087      All      -0.6390577626570564        0.6090956422369231         0.029002648492830126      0.4078588819991848        
Zeropoint     AB|SDSS|SDSS_z            7994.168992237189     All      0.16047011034426487        -0.014569561157173894      0.09160172573669013       -0.05292841533404307      
Zeropoint     AB|SDSS|SDSS_u            3226.9546885196614    All      -0.14705155241115173       0.07905785504362939        0.043159885875646634      0.07557730026701782       
Zeropoint     AB|SDSS|SDSS_r            5544.693860078954     All      0.7994938209554668         0.34542199665246187        -0.5874127960290823       -0.17411966689217892      
Check         All|All|All               All                   All      0.9921322673708949         1.000287122939092          0.0007298989630898367     0.002688876783759092      
Lambda        AB|SDSS|SDSS_i            6723.910419133956     All      -0.0004477168025637342     -5.7306891196398335e-06    -0.0005573848328605611    0.0001190958929453412     
Lambda        AB|SDSS|SDSS_g            4243.27648001087      All      -0.00038709954454352053    0.0002362916031708392      -0.0006537700463422322    0.00017388425125911206    
Lambda        AB|SDSS|SDSS_z            7994.168992237189     All      4.3303605556862486e-06     1.218814487657487e-07      1.3896161851834427e-05    -7.507182192896363e-07    
Lambda        AB|SDSS|SDSS_u            3226.9546885196614    All      -9.530558273836471e-05     5.0610565515703003e-05     2.280959702816042e-05     4.854757753971521e-05     
Lambda        AB|SDSS|SDSS_r            5544.693860078954     All      3.9606637498037e-05        5.903655993183732e-07      -0.001077415780266796     -6.078900123624421e-05    
MWEBV         All|All|All               All                   All      -0.8458375937492462        -3.490565920588651         0.09647266454860616       -0.8571698930932397       
Redshift      All|All|All               All                   All      2.41558030908496           0.17225378508882727        -2.1911426772172256       -0.8285058862458935       
