#Format:      
#Parameter    MagSys|Instrument|Band            RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_I    7935.3527419500215    All      0.13614571169381318        -0.08471612010865215       -0.21625462499830217       -0.08159241544861001      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V    5196.869344585837     All      0.04276779368561176        0.19544144900152105        -0.13360170728540233       0.04376880176475868       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_R    6141.042828391333     All      0.4856923545443471         0.1491341552407377         -1.2515833772614782        -0.16548049576170423      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_B    4174.597438002122     All      -0.5331721789027776        0.4075514274301639         0.4553475654103689         0.32674469797855443       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R    6143.303418329089     All      1.0087124025976528         -0.24021787772303682       1.2402061571859635         -0.35147297615186085      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_V    5152.751218284852     All      -0.12812870256233783       0.49627349991565595        -1.4485459988770266        0.1387463845706323        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B    4297.037361250121     All      -0.32301247685148626       0.16124238182371187        0.3916534992843834         0.175215435855752         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I    7611.692526763925     All      0.2955247916383445         -0.07445791331646134       0.8270659144442805         -0.08360738588792815      
Check         All|All|All                       All                   All      0.9845296958431679         1.0102510022636402         -0.135712572097213         0.002322046919594173      
Lambda        Linear_AB11_off|LOSS|LOSS_N2_I    7935.3527419500215    All      -7.241840507875833e-06     1.4432518563121067e-06     -7.569650992177084e-05     -5.489672622458199e-07    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V    5196.869344585837     All      -6.885392057593303e-05     9.829157831945713e-05      -0.0009253382282446577     1.3151192712010439e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N2_R    6141.042828391333     All      -0.00014805021754002565    -2.8174737953286794e-05    -4.105532185581876e-05     3.7215277033384916e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N2_B    4174.597438002122     All      -0.00040363455798680573    0.0001759157955376713      -0.0003068477618265943     0.00017508541047369175    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R    6143.303418329089     All      -0.0003082568800447025     7.61667283670123e-05       -0.0008710799001823694     8.634712120088932e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_V    5152.751218284852     All      -0.00016256110721515768    0.0001470092309102948      -0.0015860137694732226     3.0060733455251127e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B    4297.037361250121     All      -0.00014459215367372915    4.083620103332623e-05      0.00011213532547969632     6.540420009699472e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I    7611.692526763925     All      -0.0001256607790233138     3.7151783975719315e-05     -0.00041873279963577014    3.434728646545036e-05     
MWEBV         All|All|All                       All                   All      -0.8007477488757746        -3.945311960229425         0.08798356946837504        -1.0203617141161183       
Redshift      All|All|All                       All                   All      7.81213613807394           -0.7350893156647942        12.06729907028743          -2.2456043912408328       
