#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6753.862590662159    All      3.1344519691342           -1.583636794190113        1.5774606566641314        -1.4664419066323542       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5639.964103654141    All      -2.1332240378533296       2.5901022037052357        -1.5430419482669322       1.4696838744775231        
Check         All|All|All                            All                  All      1.0012279312808703        1.0064654095151226        0.03441870839719918       0.003241967845168947      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6753.862590662159    All      -0.0015116391542077411    0.0008099196974894381     -0.0008564325291432341    0.0007179894446920379     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5639.964103654141    All      -0.0003628324747942275    0.00041451405183108174    -0.0008013837197004519    0.00021744526287503172    
MWEBV         All|All|All                            All                  All      -0.5506653384742743       -3.3645698294147763       0.010382574498435382      -0.9161179407929043       
Redshift      All|All|All                            All                  All      5.918571668978168         -3.40016422742373         10.681162797199617        -2.558767619930147        
