#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6753.862590662159    All      2.984658068981982         -1.482739725794957        0.8014485296608453        -1.4194134678219554        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5639.964103654141    All      -1.9883932367799746       2.4883848014022547        -0.8005133786163958       1.4225106531960205         
Check         All|All|All                            All                  All      0.9962648322020075        1.0056450756072977        0.0009351510444495226     0.0030971853740651145      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6753.862590662159    All      -0.0019213335344102612    0.000965152520894093      -0.0005116507343680255    0.000917390848435158       
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5639.964103654141    All      3.315551602459934e-05     -0.0002939678089875671    -0.0024652918272548238    -0.00021656948056875483    
MWEBV         All|All|All                            All                  All      -0.5662262276365029       -3.3505681967943346       0.028915766347200264      -0.9056614036378715        
Redshift      All|All|All                            All                  All      3.71290693087789          -0.5775478201730522       5.13895709362933          -1.1682142114735259        
