#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4684.86468482184      All      -0.34274955765553367       0.3858004881410082         -0.402205945887113         0.2193641144006539        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7440.4766794084535    All      0.1752579918290017         -0.09065593876993461       0.25466280635295657        -0.0752524840809711       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3504.72567881777      All      -0.1600679048435399        0.04940634610060002        0.016456122336827583       0.06896701619032095       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6064.337954091931     All      0.4963943992821387         0.04747978744124026        -0.6362717894089487        -0.1746201455993239       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5238.837482479092     All      0.499486256041617          0.4643554347432577         0.18154849907086046        -0.003341588575130755     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5299.897057896498     All      0.30388304459438925        0.04887536431650297        0.6840069152185491         -0.05254030387392347      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6107.146960732161     All      0.5490915441604068         -0.18483467083862948       0.7724736656858688         -0.20459196182412778      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7414.581734440866     All      0.16304037351682876        0.005019305335629554       -0.1347828981158372        -0.05748740235279118      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4285.536081346754     All      -0.3096224083024146        0.011636001665316087       -0.17496901020466193       0.09683636989240782       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4288.573391805474     All      -0.41092338779370247       0.27353417225750576        -0.43850741274966687       0.20338177345423578       
Check         All|All|All                                All                   All      0.9637903508291917         1.0106162903924965         0.12241095229883481        0.020715387631350224      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4684.86468482184      All      -0.00016478317544063034    -5.7205947872869664e-05    -0.0005078341378561623     1.237913702979363e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7440.4766794084535    All      -8.629840385919456e-05     2.7206426991266177e-05     -0.000336762452303696      2.19440960536985e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3504.72567881777      All      -0.0004299948226757695     0.00010774582892796104     0.00032255989974232073     0.0001895541882307585     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6064.337954091931     All      -0.00014103307405055534    -1.5489229630661986e-05    -0.0005462204250403414     1.6518451527480966e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5238.837482479092     All      -3.517753976962699e-05     0.00010637548252512063     -0.0011744850015340503     -6.303395086455138e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5299.897057896498     All      1.8664382183969127e-05     -4.372651426452041e-06     -0.0003570861201586754     -2.343903324826049e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6107.146960732161     All      -0.00023261435871213716    4.944108854301763e-05      -0.0008008597008165929     5.613604828771386e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7414.581734440866     All      -2.3240973862221762e-05    -1.1713118836847497e-05    -0.00019977002191531792    -5.159816930626804e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4285.536081346754     All      -0.0001120541100411385     1.1072670158685701e-05     -9.01281708307495e-05      3.608443674137183e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4288.573391805474     All      -0.00022417554319544152    3.1761170428578574e-05     -0.00044982303712207654    6.329347151084548e-05     
MWEBV         All|All|All                                All                   All      -0.9998428775869432        -3.9260011320945587        -0.008949196539864701      -0.9535453727796669       
Redshift      All|All|All                                All                   All      8.738973667575705          -0.33409475661683175       15.61442707393712          -2.2585967150042836       
