#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6074.875643238393    All      3.1316900572336204        -0.7336086055653723       0.4965309337996774        -1.2368970439310871      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5072.960857894547    All      -2.134022441765689        1.7374622890057978        -0.493110109400495        1.2390647054669768       
Check         All|All|All                            All                  All      0.9976676154679323        1.0038536834404255        0.0034208243991823983     0.0021676615358896534    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6074.875643238393    All      -0.0003501532158442895    2.288279128894288e-05     -0.0005515750453400702    9.689583906242436e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5072.960857894547    All      -0.000547455764560306     5.4377465017626274e-06    -0.0019263488321321505    9.413150523125864e-05    
MWEBV         All|All|All                            All                  All      -0.47547423219381013      -2.871325289028981        -0.0169859907691036       -0.7811655171239537      
Redshift      All|All|All                            All                  All      6.675950823067059         -0.8751915851046732       -0.8672582154257976       -2.498357258529338       
