#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_r                3956.470505293449     All      -0.9303481414293994        0.28634395741793384        -0.33657832571014623      0.3812966997475711        
Zeropoint     AB|PS|PS_z                5507.3412332822445    All      1.2626958496766159         0.055823787710274075       -0.7623255001320217       -0.4271370213304328       
Zeropoint     AB|PS|PS_g                3115.497640714214     All      -0.5348795403645541        0.13866167194258594        0.6867012455673782        0.25003885438106543       
Zeropoint     AB|PS|PS_i                4792.142661240496     All      1.1937467104012924         0.5185091849872592         0.4131635313878834        -0.20150948586771764      
Check         All|All|All               All                   All      0.9912148782839546         0.999338602058053          0.0009609511130936887     0.0026890469304860776     
Lambda        AB|PS|PS_r                3956.470505293449     All      -0.0003716891622169459     0.00021510152586647378     -9.94867272849927e-05     0.00018669739623627875    
Lambda        AB|PS|PS_z                5507.3412332822445    All      5.838914388074152e-05      0.00013280723105021374     0.0022621809233513185     0.00012519116406143417    
Lambda        AB|PS|PS_g                3115.497640714214     All      -0.0008684522940526372     0.00020225691893762304     0.0010725668555665393     0.0003966289486002854     
Lambda        AB|PS|PS_i                4792.142661240496     All      -0.00039275856941023527    -0.00011274220691369146    -0.0011091427916403891    4.171459284749528e-05     
MWEBV         All|All|All               All                   All      -0.2898404235248815        -2.183087486056401         -0.03672363800878431      -0.6183316615435579       
Redshift      All|All|All               All                   All      0.211444311727786          -0.9089561725755146        -7.110862609513912        -0.6822764370705885       
