#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           4591.92519219189      All      0.8513788025438279        0.21433151696683694        0.22169313892305337        -0.19761411255522238       
Zeropoint     AB|MEGACAMPSF|r           3257.364709394972     All      -1.4889368967923207       -0.1435240520708092        0.0032968455411069796      0.4383923493682877         
Zeropoint     AB|MEGACAMPSF|i           3982.2417413618605    All      1.6368804697151464        0.9284756808675354         -0.22480819564493396       -0.2407829028179046        
Check         All|All|All               All                   All      0.9993223754666538        0.9992831457635631         0.00018178881922639722     -4.666004839282145e-06     
Lambda        AB|MEGACAMPSF|z           4591.92519219189      All      0.00010212909363844782    2.2134367854307394e-05     -7.36427599280571e-05      -2.934325208282875e-05     
Lambda        AB|MEGACAMPSF|r           3257.364709394972     All      -0.003521466366802793     -0.00037749636833875257    -0.0007622818396227155     0.0009900773245718987      
Lambda        AB|MEGACAMPSF|i           3982.2417413618605    All      0.0013483273824680003     0.0007549341044002052      -0.00041207344356741934    -0.00021167665792720897    
MWEBV         All|All|All               All                   All      -0.5755876136561813       -1.663953141080654         0.04073423692266174        -0.35269867653617853       
Redshift      All|All|All               All                   All      5.115530828674748         0.5079301751027998         2.3409902586563174         -1.3963794749628773        
