#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5371.328363702216     All      0.24598595969472273        0.24478708182638087        -0.02506399129578174       -0.0015090047804117157     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6189.458273081624     All      0.7080335768466852         -0.06454610398334282       0.07279965358104601        -0.24840590498026865       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7540.758431906885     All      0.22424200344992662        -0.04642979214422027       0.0638434844808744         -0.08531766717272543       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7851.475030749245     All      0.17740064764953267        -0.040142281431609916      0.043106554347482895       -0.06893724141222718       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4343.2959651754445    All      -0.5715385464133865        0.43396844949690205        0.061307226706208695       0.3302625687195568         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6349.821659622388     All      0.5405307162034384         -0.06295288214985817       0.03632638238186825        -0.19495338239966797       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4342.240800361199     All      -0.5047835628514041        0.3321918754671138         -0.19269040137721571       0.26403154831590864        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5352.12415577973      All      0.1770334093324052         0.20003304586495574        -0.0593907761921697        0.004841400714730715       
Check         All|All|All                                All                   All      0.99690420391192           0.9969093929463213         0.00023813263231309278     1.2317004895179284e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5371.328363702216     All      2.3389286362009777e-05     4.376545209602112e-05      -0.0005862195554524284     -1.952309881530012e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6189.458273081624     All      -0.00012203468001065315    -1.94941173205019e-05      -0.00035923097794472535    1.7370006095024064e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7540.758431906885     All      -4.5926138667804324e-05    4.055246319292746e-06      -5.326010551301865e-05     1.3903827534792677e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7851.475030749245     All      1.3510420644536941e-05     1.3880739648348237e-06     4.2039123771925836e-05     -2.0726341117095362e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4343.2959651754445    All      -0.0002575926131340225     0.00014729645476086684     -0.00022565808410962072    0.00012181560598432291     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6349.821659622388     All      -9.581828502179728e-05     -1.1787840586719286e-05    -0.0002083802394939059     1.807242723922244e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4342.240800361199     All      -0.00028703618771020335    0.00013890171254663132     -0.0003562537095897693     0.00012284402020945807     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5352.12415577973      All      4.0316770866051295e-05     5.107745261704168e-05      -0.00044228191836723175    -1.6231902627140187e-05    
MWEBV         All|All|All                                All                   All      -0.8545017917341378        -4.047216697613365         0.028362974932683027       -1.0387065727405373        
Redshift      All|All|All                                All                   All      4.093369159590907          0.3757038190306261         -1.5333670438039793        -1.2793930376421583        
