#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|g           3458.7374797030634    All      -0.4456661462498961        0.2003713400467788         0.09876029445461398        0.21484288164070262        
Zeropoint     AB|MEGACAMPSF|i           5394.602782904588     All      1.449753807655816          0.21729372319150286        -0.3167414907114807        -0.41558751423185214       
Zeropoint     AB|MEGACAMPSF|r           4411.4549887590065    All      -0.8851521179900137        0.5872135711127768         -0.19171812280625034       0.4710424450418027         
Zeropoint     AB|MEGACAMPSF|z           6213.220386212557     All      1.022136880506921          -0.04509916053567764       0.4587348841377681         -0.3271626586044705        
Check         All|All|All               All                   All      1.1410724239228272         0.9597794738153809         0.04903556507465101        -0.05686484615381732       
Lambda        AB|MEGACAMPSF|g           3458.7374797030634    All      -0.0009242893687007297     0.00043513503140326087     0.00047183658124289615     0.0004638651504020415      
Lambda        AB|MEGACAMPSF|i           5394.602782904588     All      0.0003106900353564618      -0.00013453464526684328    -0.0018794703595578597     -0.00022889645598786056    
Lambda        AB|MEGACAMPSF|r           4411.4549887590065    All      -0.00012219065687451875    -0.00011893403878891008    -0.0012960677578533956     -5.677676375905751e-05     
Lambda        AB|MEGACAMPSF|z           6213.220386212557     All      -0.0003091834853749835     -1.5216974153589383e-06    -0.00026937016288578483    8.819481291344368e-05      
MWEBV         All|All|All               All                   All      -0.30382270857030536       -2.5730113426437384        -0.052683886742554975      -0.7415004321033105        
Redshift      All|All|All               All                   All      1.3320937407715605         0.2844733479204109         -1.3687546162662212        -0.4023256597002027        
