#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_z          5346.6198727867095    All      1.9145676519436399        0.30277190562024714       0.6314908357487548        -0.49683436541557435       
Zeropoint     AB|DECam|DECam_i          4562.534901829719     All      0.6374436344560903        0.28843966364124896       -0.9165596716324831       -0.15458392372263569       
Zeropoint     AB|DECam|DECam_r          3755.5588313885787    All      -1.5553026363479199       0.4078089894072434        0.28553912665397196       0.6521923407513869         
Check         All|All|All               All                   All      0.9967086500518101        0.9990205586687395        0.000470290770243631      0.000774051613176785       
Lambda        AB|DECam|DECam_z          5346.6198727867095    All      0.00027628816696522015    7.609821650832895e-06     -0.0005837023510019341    -0.00011356533140118965    
Lambda        AB|DECam|DECam_i          4562.534901829719     All      -0.000550760369402195     -0.0002692537460408907    -0.002937066700814313     -3.93718288763051e-05      
Lambda        AB|DECam|DECam_r          3755.5588313885787    All      -0.0024638324222941233    0.00043464982828745913    -0.0012834786187717838    0.0008868552702963676      
MWEBV         All|All|All               All                   All      -0.09830475528652727      -1.9095830487280807       0.031044222077647454      -0.5886075684094189        
Redshift      All|All|All               All                   All      5.575838428220599         0.43604120790945444       3.163944609474939         -1.533008732512403         
