#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_g          3752.3313495088487    All      -0.6401943598840217        0.4061984134876795         0.050787619947179063       0.3431109698060146        
Zeropoint     AB|DECam|DECam_i          6058.736547877274     All      1.1221293082320472         0.08417433117244855        0.1560558924087907         -0.33113202599335323      
Zeropoint     AB|DECam|DECam_z          7099.948148970622     All      0.4983522830762297         -0.006566577971867105      0.36631500474021417        -0.14812172814289495      
Zeropoint     AB|DECam|DECam_r          4987.127121002889     All      0.014621006921375856       0.5153209888156596         -0.5719739166419657        0.1375698877245389        
Check         All|All|All               All                   All      0.9949082383456311         0.9991271555039205         0.0011846004542181987      0.0014271033943052958     
Lambda        AB|DECam|DECam_g          3752.3313495088487    All      -0.0010300496658570799     0.00044954521159690697     -0.0011582573679958703     0.000430265022162395      
Lambda        AB|DECam|DECam_i          6058.736547877274     All      -0.00021178621063586904    -3.9524845447439504e-05    -0.00045130099110546036    3.597170338989625e-05     
Lambda        AB|DECam|DECam_z          7099.948148970622     All      -0.00023615224511476534    -1.590213606902066e-05     -0.00041080544469459287    5.341034629400177e-05     
Lambda        AB|DECam|DECam_r          4987.127121002889     All      -0.0002594519990796509     -7.076893128756185e-05     -0.0018029023424781846     -1.899496844541443e-05    
MWEBV         All|All|All               All                   All      -0.4690727386555693        -2.893462136614744         0.126421502591767          -0.7840617759296752       
Redshift      All|All|All               All                   All      6.4994662506366065         0.4834788811344026         7.128294986398598          -1.6415019401842332       
