#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_g          3752.3313495088487    All      -0.6614323589936935        0.43921004885021375        0.07662872908077584        0.3619350305302846         
Zeropoint     AB|DECam|DECam_i          6058.736547877274     All      1.077846272643078          0.07198604439171419        -0.13258657421335496       -0.3335584980190859        
Zeropoint     AB|DECam|DECam_z          7099.948148970622     All      0.5551871704524999         -0.005462166936354151      0.4473203154292529         -0.16266008279317473       
Zeropoint     AB|DECam|DECam_r          4987.127121002889     All      0.023641825614720946       0.4934385044057521         -0.3886870637698547        0.13568291565295149        
Check         All|All|All               All                   All      0.9952429097166055         0.9991724307113259         0.0026754065268190796      0.0013993653709754583      
Lambda        AB|DECam|DECam_g          3752.3313495088487    All      -0.001059450786513776      0.0005690396780971197      -0.0006856416091980925     0.0004998558840881945      
Lambda        AB|DECam|DECam_i          6058.736547877274     All      -9.539587591603005e-05     -2.2439217360255164e-05    -0.00023925008812922344    1.3087751297091615e-05     
Lambda        AB|DECam|DECam_z          7099.948148970622     All      -0.00023637006443027323    -1.5177464106234618e-05    -0.00042487819752124053    5.30893443855468e-05       
Lambda        AB|DECam|DECam_r          4987.127121002889     All      -0.00016971964650851857    -4.613918479354894e-05     -0.0015389395934883269     -2.8421583906492244e-05    
MWEBV         All|All|All               All                   All      -0.46794788064009163       -2.8984216524184703        0.09647046577558042        -0.7873802338655127        
Redshift      All|All|All               All                   All      6.011628824382625          -0.10420638972927776       5.210329478304685          -1.7596156597994013        
