#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_r          5254.7290640810925    All      0.4527161783891248         0.4322594150430348         0.02055755936782866        -0.005746051372214171      
Zeropoint     AB|DECam|DECam_g          3953.6759585068844    All      -0.7822310061391945        0.585076184414568          -0.0007478803960347946     0.4453435605666142         
Zeropoint     AB|DECam|DECam_i          6383.8394845926405    All      0.9317154913506484         -0.004015968330151054      -0.2032199085035158        -0.3138672922298961        
Zeropoint     AB|DECam|DECam_z          7480.920976476364     All      0.3945699688032119         -0.014657329362322002      0.1851451917841418         -0.12503661462251026       
Check         All|All|All               All                   All      0.9967706324037907         0.9986623017651297         0.0017349622524198693      0.000693602341993671       
Lambda        AB|DECam|DECam_r          5254.7290640810925    All      3.1106440930529945e-05     4.878748851235251e-05      -0.0006620186183572998     -2.378355150916206e-05     
Lambda        AB|DECam|DECam_g          3953.6759585068844    All      -0.000775784009164977      0.00045663572082317604     -0.0007001397480513207     0.00037019563013196167     
Lambda        AB|DECam|DECam_i          6383.8394845926405    All      -0.00017661196569932286    -3.9190569366415935e-06    -7.480988988430558e-05     5.2913340015808274e-05     
Lambda        AB|DECam|DECam_z          7480.920976476364     All      -2.416210153510862e-05     -1.2132046081907177e-05    -0.00014643750351260698    -2.6162483804644025e-06    
MWEBV         All|All|All               All                   All      -0.4925982070504924        -3.144037428120683         0.062641673345043          -0.8608655738833615        
Redshift      All|All|All               All                   All      5.465810387253544          0.6853881634167891         -0.8591218582539639        -1.595479452253273         
