#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1 6191.196821389463 All 1.0414724677878568 -0.1899511287697866 -0.4385480569040229 -0.4206855636330602
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1 4344.515947525684 All -0.5238452449201269 0.3950984728644915 0.1661961601731001 0.30674677254994565
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1 7542.876545032977 All 0.3241595578693263 -0.06861316028911091 0.15178928717428475 -0.12116533739920529
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1 5372.837108640069 All -0.3322129653472543 0.7886157233635895 -0.09474939537082985 0.3608625477345408
Check All|All|All All All 0.5095738153898022 0.9251499071691835 -0.21531200492746785 0.12575841925222095
