#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_g 3743.014044829812 All -0.835189489224792 0.3422998861266162 -1.0038738423326845 0.33874874884424444
Zeropoint AB|SDSS|SDSS_i 5931.192853813625 All 0.8452822677132948 0.03640471592921557 -0.5331336136746936 -0.2872693344812744
Zeropoint AB|SDSS|SDSS_r 4891.000407426665 All 0.5509757207732326 0.47531499639342556 2.3171925500590165 0.07876047393429257
Zeropoint AB|SDSS|SDSS_z 7051.693886939494 All 0.1749350133415338 0.0007628654315858796 -0.0037312783777903036 -0.05690010848459453
Check All|All|All All All 0.7360035126032693 0.8547824638808432 0.7764538156738481 0.0733397798126681
