#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_r          5511.0135989254295    All      0.16420795733976606        0.4390678841525997         -0.48420838633572977       0.06792292439245558       
Zeropoint     AB|DECam|DECam_i          6695.193183875295     All      0.8371199730619893         -0.03471187459780367       -0.012425734474328487      -0.2845388186588847       
Zeropoint     AB|DECam|DECam_z          7845.781719872038     All      0.6470209980469095         -0.1004861825427028        0.3404383601945844         -0.22829548053516427      
Zeropoint     AB|DECam|DECam_g          4146.50531118986      All      -0.6530373791245593        0.6950296121607025         0.15660618333030404        0.4460983838441412        
Check         All|All|All               All                   All      0.9953115493241056         0.9988994391727957         0.00041042271483018866     0.0011870090425478153     
Lambda        AB|DECam|DECam_r          5511.0135989254295    All      -7.882067452560142e-06     5.87131507389492e-05       -0.0001966478177376562     1.2916764547703728e-05    
Lambda        AB|DECam|DECam_i          6695.193183875295     All      -0.0003375196897480311     -1.1292660997567497e-05    -0.00018478812050584802    9.801663069744705e-05     
Lambda        AB|DECam|DECam_z          7845.781719872038     All      -0.00011636407372994949    5.0905955017741986e-05     0.0003111654915715414      6.837123814103995e-05     
Lambda        AB|DECam|DECam_g          4146.50531118986      All      -0.00048823258783949546    0.0003709049740662978      -0.000659664310849047      0.0002504115802343563     
MWEBV         All|All|All               All                   All      -0.4750931364968207        -3.3927396913698615        0.07693299336562248        -0.9469403044892348       
Redshift      All|All|All               All                   All      3.9336589046109722         0.29304205580675813        -2.040450619923983         -1.2769246201087296       
