#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_r          5511.0135989254295    All      0.3451201815794856         0.4339675180139224         -0.3746635951712096        0.01222098498240426       
Zeropoint     AB|DECam|DECam_i          6695.193183875295     All      0.859393715081602          -0.02353190198398636       0.20637407776636918        -0.2783883936194123       
Zeropoint     AB|DECam|DECam_z          7845.781719872038     All      0.4845332699410801         -0.05881520731421119       0.2393683338128727         -0.16630456531691457      
Zeropoint     AB|DECam|DECam_g          4146.50531118986      All      -0.6925948691367027        0.6461986954436227         -0.07399930353489959       0.4327868599335649        
Check         All|All|All               All                   All      0.9964522974654649         0.9978191041593476         -0.0029204871268673216     0.0003148859796422987     
Lambda        AB|DECam|DECam_r          5511.0135989254295    All      -1.670559354932255e-05     5.83916269296695e-05       -3.5796321369959264e-05    2.2864209918992714e-05    
Lambda        AB|DECam|DECam_i          6695.193183875295     All      -0.00042329859268740866    -1.4613427729806886e-05    -0.00041717006983486957    0.00011450581934535005    
Lambda        AB|DECam|DECam_z          7845.781719872038     All      -7.763458241188037e-05     4.8778603942324786e-05     0.0004360188740375202      6.063445345190405e-05     
Lambda        AB|DECam|DECam_g          4146.50531118986      All      -0.0004629226530635171     0.00026765672664217277     -0.0010135821980359467     0.00019274222103412547    
MWEBV         All|All|All               All                   All      -0.5024204584267005        -3.385903346381447         0.024644064469825366       -0.9381454889649449       
Redshift      All|All|All               All                   All      4.716662978207897          0.3583535696719764         -0.32468841869917053       -1.4341341113673314       
