#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_V-LC-9844
@MAGSYS  Linear_AB11_off
54348.26  15.761  0.006
54349.23  15.722  0.006
54351.15  15.681  0.005
54354.19  15.733  0.005
54357.16  15.917  0.004
54359.14  16.086  0.006
54362.13  16.343  0.006
54363.11  16.397  0.006
54364.15  16.501  0.006
54365.16  16.589  0.007
54368.14  16.854  0.011
54375.06  17.499  0.009
54376.05  17.536  0.01
54378.18  17.657  0.009
54380.13  17.734  0.01
54382.13  17.806  0.009
54383.11  17.847  0.01
54385.12  17.907  0.012
54392.07  18.136  0.015
54394.11  18.166  0.016
54395.03  18.169  0.019
54400.06  18.36  0.029
54407.07  18.542  0.015
54417.05  18.835  0.017
54421.03  18.934  0.024
54426.08  19.003  0.056
54428.04  19.011  0.08
