#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_g
@MAGSYS  Linear_AB11_off
54348.26  15.778  0.006
54349.23  15.747  0.007
54351.15  15.758  0.005
54354.19  15.93  0.005
54357.16  16.225  0.005
54359.14  16.493  0.005
54362.13  16.906  0.006
54363.11  17.001  0.007
54364.15  17.163  0.007
54365.16  17.3  0.008
54368.14  17.657  0.016
54375.06  18.218  0.009
54376.05  18.378  0.013
54378.18  18.342  0.011
54380.13  18.428  0.011
54382.13  18.462  0.011
54383.11  18.501  0.012
54385.12  18.569  0.013
54392.07  18.719  0.014
54394.11  18.763  0.019
54395.03  18.808  0.022
54400.06  18.916  0.035
54407.07  18.953  0.018
54417.05  19.133  0.017
54421.03  19.173  0.022
54426.08  19.289  0.058
54440.03  19.405  0.033
