#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6312.225804563782     All      0.32641715360974966        -0.042592856114787025      0.0643891539608088         -0.11732530802342211      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4347.2554338647005    All      -0.29864594502367836       0.1715024133881471         0.06433404630383777        0.15601372076724795       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5339.76763738677      All      0.17958665072182756        0.08334595024441782        -0.10031014212121825       -0.03582514330554287      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3563.693178869337     All      -0.17098136129663732       0.060211543269872436       -0.017322378604323063      0.07453411683964739       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6166.371288906672     All      0.42254448960033586        -0.04462525555677388       -0.009193394642847963      -0.1525828144049446       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4763.68818881631      All      -0.20160157598772738       0.26092686982197577        0.0711901808151616         0.15383762233921183       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7539.333109833953     All      0.0834913095379245         -0.028815728891373737      0.04277988812746436        -0.034673027282031144     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5326.981656325657     All      0.19518835123279193        0.10604922020860386        -0.22159717115912692       -0.038924411554719374     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7567.23641810737      All      0.10557547359790409        -0.035956414513727         0.07092129707371164        -0.042936700460108335     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4415.192978085895     All      -0.2326079846838479        0.13418907602318342        -0.06999044441959867       0.1163545178571812        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5381.799466823671     All      0.23768995389121383        0.07345711459549875        0.07704165641930771        -0.050058023572074895     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4360.729239331818     All      -0.3087271831475813        0.1960867333775873         -0.08160121513598462       0.16079301304610383       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7820.991201654293     All      0.08435705068567885        -0.02987718027664954       0.05091042241565091        -0.0349379488897017       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6215.438496973811     All      0.4161966408791913         -0.06434189916468824       0.1569576919877136         -0.14952291082787061      
Check         All|All|All                                All                   All      0.8384830236171452         0.839559586411287          0.0985095910205569         0.004746702528976576      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6312.225804563782     All      -4.178369869500319e-05     -4.339668789853844e-06     -1.3496218373961491e-05    1.1594478171959811e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4347.2554338647005    All      -0.00021312134116707832    7.288370524436875e-05      -0.00015280136452483844    8.634242979529127e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5339.76763738677      All      8.125641145847562e-05      2.276893045092063e-06      -0.0003616654675564127     -4.186569624384759e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3563.693178869337     All      -0.0002781122985894625     5.6142590347143876e-05     2.8766156599324957e-05     0.00011016151543671464    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6166.371288906672     All      1.392404689994749e-05      -1.2500412602844474e-05    2.5396918095384045e-05     -7.473967988183828e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4763.68818881631      All      -7.981725150345681e-05     4.010985207262662e-06      -0.00023163605496190627    1.696876129672258e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7539.333109833953     All      -1.661285755876583e-05     -6.073683333857718e-06     -1.630910106560107e-05     2.7051554980197927e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5326.981656325657     All      6.50610232809056e-05       8.65016795939337e-06       -0.0006466160646118389     -4.723037660369191e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7567.23641810737      All      -3.1879384024238425e-05    -5.722487758971796e-07     -1.9930269790257636e-05    9.308367520220179e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4415.192978085895     All      -0.00016047759631666747    4.7935923637578185e-05     -0.00020341047846675477    5.880986462680791e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5381.799466823671     All      4.491809194630139e-05      1.30663306205555e-05       -0.0001970441210527857     -1.91683406872891e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4360.729239331818     All      -0.00022665395221005308    6.887213678066464e-05      -0.00035082400262358035    8.06069057430903e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7820.991201654293     All      -1.1960384563208124e-05    -4.241474266166162e-06     1.7758702056427226e-07     2.52222792145253e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6215.438496973811     All      -3.888162836959733e-05     2.789522024021935e-07      -1.2767957475851778e-05    1.2186114136093758e-05    
MWEBV         All|All|All                                All                   All      -0.9982192810090815        -4.029379234273733         0.032004720524048125       -0.9859202952940904       
Redshift      All|All|All                                All                   All      4.681437053883492          -0.8177417850467883        6.5117583044319804         -1.5006735997469378       
