#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6312.225804563782     All      0.3615538419630415         -0.030290433206836553      0.06980476667624856        -0.1245215055815088        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4347.2554338647005    All      -0.28371658835491764       0.18596571144744445        0.021724496963341746       0.15396044165678827        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5339.76763738677      All      0.19935770036733477        0.11256997763275933        -0.07074275919062967       -0.03142654095885723       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3563.693178869337     All      -0.14211256955384824       0.0640109758593077         -0.017946711572350775      0.06634034069307619        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6166.371288906672     All      0.40291654262817794        -0.03926248991890091       -0.08720701796078519       -0.14792390684290113       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4763.68818881631      All      -0.19996460910705977       0.24731706272902443        0.005622511452584596       0.14594526250980075        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7539.333109833953     All      0.12406404183075082        -0.02396889831928206       0.02958286221082013        -0.046899051474641865      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5326.981656325657     All      0.20036612644904125        0.11437350254874801        -0.07711815050374136       -0.031452055543747824      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7567.23641810737      All      0.12910461449585603        -0.025466419337316637      0.06362779740959143        -0.04750945458894419       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4415.192978085895     All      -0.2558569130707551        0.16900984098064953        -0.043216282854770555      0.13646453527697103        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5381.799466823671     All      0.23891202425169622        0.10194080429402064        0.06552549222168345        -0.04169193078935014       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4360.729239331818     All      -0.28534002359352856       0.18054900098336546        -0.06547660462741822       0.14883346245698298        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7820.991201654293     All      0.10508358432560573        -0.020194515216331865      0.0419584351408018         -0.03893478629565073       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6215.438496973811     All      0.4010996479753527         -0.040096040944881395      0.06397971042854048        -0.14085683016010556       
Check         All|All|All                                All                   All      0.9954674206067476         0.9964580795317701         0.0001185457939164164      0.0003279803579117335      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6312.225804563782     All      -9.770876293944511e-05     6.320218451184186e-06      -0.00013501515925096405    2.7860555235585415e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4347.2554338647005    All      -0.000149900762355398      6.114181685727987e-05      -0.0001920204578726758     6.017452002740108e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5339.76763738677      All      4.063625845449534e-05      1.869049181009677e-05      -0.0004260166043649203     -2.615962261967188e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3563.693178869337     All      -0.0002348617764119034     7.258832220301692e-05      -6.329017453656243e-05     9.732226211837501e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6166.371288906672     All      -8.188310604923457e-05     -5.803116925167207e-06     -0.00027951767588600023    1.2308165318464276e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4763.68818881631      All      -7.264616860627783e-05     -4.1421245290826884e-05    -0.00039494619506088603    -7.453649969996889e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7539.333109833953     All      -2.4902217066027153e-05    2.861224944222745e-06      -5.6862345595472465e-05    6.505961128231326e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5326.981656325657     All      2.7918214915380752e-05     2.376080747156519e-05      -0.0006138536318797959     -2.8747672642132776e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7567.23641810737      All      -3.9219774182616376e-05    7.790360844051498e-06      -5.226094625095523e-05     1.2980581560354074e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4415.192978085895     All      -0.00014339840171895076    6.086699626749944e-05      -0.0002105955239404238     5.7138049252968126e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5381.799466823671     All      3.546944167418311e-05      1.0463129159621766e-05     -0.0003068904266455812     -2.184048891368273e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4360.729239331818     All      -0.0001715285360810824     6.635207267761041e-05      -0.0002431496866548014     6.663488654299186e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7820.991201654293     All      -3.053658221911982e-06     8.778546439153415e-07      1.5278156055975188e-05     1.9624170180768485e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6215.438496973811     All      -0.00011777242249320341    7.0009280606310056e-06     -0.00022529777745848993    3.0588780143980876e-05     
MWEBV         All|All|All                                All                   All      -0.9599705058067256        -4.025375151659105         0.015370512640047209       -0.9978172265865449        
Redshift      All|All|All                                All                   All      5.721933803681797          -0.2033868173799469        6.734821396362417          -1.629527716534232         
