#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_g          3374.052195215061     All      -0.4831506343442198        0.2330633268448068         0.2807390044211655         0.2458225422784125        
Zeropoint     AB|DECam|DECam_r          4484.366022909696     All      -0.02634118632430127       0.44368165454056196        0.19706405885805411        0.16189596642619436       
Zeropoint     AB|DECam|DECam_z          6384.1898293664935    All      0.7726240357048998         0.09154894111844669        -0.23208572414303297       -0.23220548494920154      
Zeropoint     AB|DECam|DECam_i          5447.94460976129      All      0.729038994795675          0.23042261095174155        -0.24543611395128062       -0.17336844672809734      
Check         All|All|All               All                   All      0.9921712098320536         0.998716533455557          0.000281225184906031       0.00214457702730797       
Lambda        AB|DECam|DECam_g          3374.052195215061     All      -0.0008603439775066468     0.0003177008649410511      -1.2284884012261159e-05    0.0003831797437583121     
Lambda        AB|DECam|DECam_r          4484.366022909696     All      -0.0003945443402162157     -0.00024774315063535345    -0.002112739097686817      -4.646386540789308e-05    
Lambda        AB|DECam|DECam_z          6384.1898293664935    All      -0.00030966279092491805    -5.418993790437539e-05     -0.0007719354879692802     4.8767977579397826e-05    
Lambda        AB|DECam|DECam_i          5447.94460976129      All      0.00022543916645077463     2.723739522441652e-05      -0.0008372437629597918     -0.000101923181352394     
MWEBV         All|All|All               All                   All      -0.5046263824925612        -2.438735999863617         0.00603982911333012        -0.6297336028607589       
Redshift      All|All|All               All                   All      3.05872296823025           0.894707705127118          -0.30662090954893806       -0.7185740481144419       
