#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_i                7263.779580179807     All      0.8391445401679706         -0.16100681886719315       0.9596351382603396         -0.2829580928643313        
Zeropoint     AB|PS|PS_z                8347.855149421275     All      0.18687512729540098        -0.059057352113800476      -0.18527538997066273       -0.08837628919712778       
Zeropoint     AB|PS|PS_r                5997.0939301074295    All      0.9827866364093564         0.09435267440043305        -1.018065649885913         -0.3348237641834832        
Zeropoint     AB|PS|PS_g                4722.373632103054     All      -1.0093753225414799        1.1241253093537296         0.2783144500848156         0.7073712415494559         
Check         All|All|All               All                   All      0.9994309813312475         0.998413812773169          0.034608548488579416       0.001213095304513634       
Lambda        AB|PS|PS_i                7263.779580179807     All      -0.0003826082095178158     -1.378232770956546e-05     -0.0024349443976914545     1.1478338542189256e-05     
Lambda        AB|PS|PS_z                8347.855149421275     All      0.00028298994026496765     -9.530258082958483e-05     -0.00026077802591623127    -0.0001348596451612626     
Lambda        AB|PS|PS_r                5997.0939301074295    All      -0.00021855039573625382    6.1905695492024875e-06     -0.000364449094646143      5.694183691170512e-05      
Lambda        AB|PS|PS_g                4722.373632103054     All      -9.858555980947926e-05     -0.00010123797082610474    -0.0005680215467782981     -2.6212170333958417e-05    
MWEBV         All|All|All               All                   All      -0.68602149460347          -3.990317407318944         -0.0068425398449090125     -1.076623238004634         
Redshift      All|All|All               All                   All      6.138315160592657          1.1988841988284982         9.274098033622646          -1.1950747658494645        
