#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_i          5518.781674198023     All      0.5612992008563163         0.1648440723808875         -0.1674816504584332        -0.13661241517532058       
Zeropoint     AB|DECam|DECam_z          6467.200450566437     All      0.8422753293535332         0.1660587988125073         0.41206493661791915        -0.2018774052848114        
Zeropoint     AB|DECam|DECam_g          3417.9234108542787    All      -0.6354724496066648        0.27728302247673753        0.023455828049153412       0.2983612118977643         
Zeropoint     AB|DECam|DECam_r          4542.674127649525     All      0.2272947917932355         0.3898821065908109         -0.26760503116148066       0.04101805391806273        
Check         All|All|All               All                   All      0.99539687239642           0.9980680002609432         0.0004340830471586954      0.0008894453556950663      
Lambda        AB|DECam|DECam_i          5518.781674198023     All      4.104410257988036e-05      1.6935039042011025e-06     -0.00046653445911713987    -3.363707478004151e-05     
Lambda        AB|DECam|DECam_z          6467.200450566437     All      -0.00020367036911912386    -6.987914230948342e-05     -0.0005382060121689618     1.956254174022563e-05      
Lambda        AB|DECam|DECam_g          3417.9234108542787    All      -0.0011155010336532205     0.00039725438074917995     -0.0006968512914082702     0.0004616569340323999      
Lambda        AB|DECam|DECam_r          4542.674127649525     All      -0.00033528258582281865    -0.00019000819957872337    -0.0017433062170597762     -3.0475102766480163e-05    
MWEBV         All|All|All               All                   All      -0.521812533710597         -2.4815904545954837        0.08696744951841763        -0.6344831857657536        
Redshift      All|All|All               All                   All      5.314743401877789          0.6861911715313695         0.41167342796438205        -1.4893006419268078        
