#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           5406.042712720425    All      1.341810614958001          0.10727519902715699       -0.08731167069361538       -0.40602511883253073      
Zeropoint     AB|MEGACAMPSF|r           3831.730179987888    All      -1.9429993583316143        0.385634413157554         -0.22260699885332277       0.7485787011877079        
Zeropoint     AB|MEGACAMPSF|i           4681.006707226221    All      1.601064896906323          0.5058629205473508        0.30816928356717876        -0.34299113501963147      
Check         All|All|All               All                  All      0.9998761535327095         0.9987725327320618        -0.001749385979759377      -0.0004375526644543326    
Lambda        AB|MEGACAMPSF|z           5406.042712720425    All      -2.061246605510004e-05     -4.594267572609614e-06    -5.7738486370172654e-05    2.6410507653995997e-06    
Lambda        AB|MEGACAMPSF|r           3831.730179987888    All      -0.0025068463474725465     0.0004291841691841971     -0.0014803847955425636     0.0008902989575463884     
Lambda        AB|MEGACAMPSF|i           4681.006707226221    All      -0.00012533408495321306    -5.383602755272773e-05    -0.0003620115497101343     7.134356706904534e-06     
MWEBV         All|All|All               All                  All      -0.09870102633030808       -2.0554805517155827       0.02890148459404409        -0.6360977270344921       
Redshift      All|All|All               All                  All      2.4664075276643396         -0.5242496016395037       -0.863959936487056         -1.012709980652303        
