Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53675.28511108911 0.5549806069624403
Redshift 0.3106 0 F
Color -0.12787268656596695 0.03810793359963806
X0 3.2730668750652674e-05 1.51771201409228e-06
X1 -0.8515823774300229 0.8564404313371038
RestFrameMag_0_UX 21.35214510529741 0.0
RestFrameMag_0_B 21.85537925758869 0.05034528608779219
RestFrameMag_0_V 21.969871307889616 0.0
RestFrameMag_0_R 22.036581594111304 0.0
CovDayMaxDayMax 0.3080034741043987 -1
CovDayMaxRestFrameMag_0_B 0.008691798548853854 -1
CovDayMaxX1 0.27691080178391125 -1
CovDayMaxColor 0.002674322183159267 -1
CovRestFrameMag_0_BDayMax 0.008691798548853848 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.002534647831261642 -1
CovRestFrameMag_0_BX1 0.030872031328870134 -1
CovRestFrameMag_0_BColor 0.0003683605985992106 -1
CovX1DayMax 0.27691080178391086 -1
CovX1RestFrameMag_0_B 0.030872031328870148 -1
CovX1X1 0.7334902124288845 -1
CovX1Color 0.009529892584928298 -1
CovColorDayMax 0.002674322183159273 -1
CovColorRestFrameMag_0_B 0.00036836059859921125 -1
CovColorX1 0.00952989258492831 -1
CovColorColor 0.0014522146032344232 -1

dmu_estimate 0.16783727388898084
FirstPhase  -8.47998175577212
LastPhase  22.756487037148666
LatestNegPhase  -0.891120928666291
EarliestPosPhase  0.7004493444872305
NightsNegPhase  5
NightsPosPhase  11

salt3source   1
salt2_version   salt3-f22
