#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4111.349673733436    All      -3.0698642377340835       0.4998452474474391        -1.178446184492793        1.110183178471013         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4923.345299408686    All      4.062157303683046         0.5020473989995722        1.1731683404234499        -1.1072918052265346       
Check         All|All|All                            All                  All      0.9922930659489625        1.0018926464470113        -0.005277844069343063     0.0028913732444784124     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4111.349673733436    All      -0.0009324819156445265    6.699640789431822e-05     -0.0016264504930829937    0.0002529819563473859     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4923.345299408686    All      -0.0007001850333433332    -6.827078752929778e-05    -0.0002034717696001912    0.00019675524865759257    
MWEBV         All|All|All                            All                  All      -0.044180945092315405     -2.11317803286164         0.03193948880669817       -0.6725151067761587       
Redshift      All|All|All                            All                  All      5.566670120258947         0.8616368711983569        4.98753316172455          -1.3100134221186734       
