#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_N1_I
@MAGSYS  Linear_AB11_off
54401.15  17.949  0.104
54414.17  18.046  0.064
54422.15  18.374  0.033
54430.09  18.604  0.078
54430.88  18.953  0.174
54449.08  19.761  0.389
