#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4234.982185787951     All      -0.5612987449004553        0.3999694447952784         0.1492375437150826         0.3197764603207492         
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6150.395951185071     All      0.04778062089163829        -0.037270396739774725      -0.711197352039159         -0.05944138594813609       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4269.133743313938     All      -0.02980527483919411       0.010520864359531146       -0.06043461105293573       0.010438631102434223       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5198.83817397593      All      -0.03937286681694569       0.01576502410438607        -0.2780735350849173        0.005551080330520552       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6054.917110804387     All      0.6913520714112799         -0.035255597246397485      -0.038391508007392924      -0.2383932590406157        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4301.165158907422     All      -0.3286296684204686        0.245345765745153          0.07587971844928026        0.19034884547008893        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5201.861534157966     All      0.032242630437875786       0.24592865826420507        0.0730997939991646         0.07286667739550973        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             7942.9706767008365    All      0.061059372494553725       -0.025559768985061737      -0.10147565365752605       -0.032743096426936985      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6149.204766473498     All      0.48387472937918047        -0.005195044475758692      0.29011439798180966        -0.14635964212750205       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7371.8031787795635    All      0.39005035786102354        -0.0770491533391926        0.39222770948712243        -0.1346463566776809        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5242.807839616513     All      0.04868037488209498        0.2979264900516476         -0.08825614368587885       0.07724919331745513        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7619.004431208464     All      0.2000857011139732         -0.03833297712025896       0.2979127717805653         -0.06436632850172466       
Check         All|All|All                                All                   All      0.9960193034945561         0.9967933094137571         0.0006431318852149759      0.00028081921416138467     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4234.982185787951     All      -0.00034158118546781416    0.000181885752886679       -0.00018342155476610528    0.00016232514180831816     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6150.395951185071     All      -5.32260288537441e-06      1.6231287637334651e-06     2.605277052124188e-05      3.4250687982143367e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4269.133743313938     All      -3.1409399486963214e-05    1.1121831710116379e-05     -6.496106716375534e-05     1.0954907164705248e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5198.83817397593      All      -5.6815095637669595e-05    1.9896394631696374e-05     -0.00041207010052342964    6.598660096956385e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6054.917110804387     All      -8.536268056677252e-05     -1.0662501859030057e-05    -0.0004612802994379888     3.7474845878625415e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4301.165158907422     All      -0.00015138861347866947    9.262939510355965e-05      -1.3926480166921706e-05    7.886321850142047e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5201.861534157966     All      3.4551795550048434e-06     8.477890769520553e-05      -3.4277033175194224e-05    2.4960187164559965e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             7942.9706767008365    All      6.363312913588552e-06      -2.874684757699114e-06     -1.2932786201251223e-05    -3.5862506126576824e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6149.204766473498     All      -9.579772281089658e-05     3.6816507533425205e-06     -0.00013572857683634217    2.6346761738651538e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7371.8031787795635    All      -0.00013829030364235343    6.630197165421558e-06      -0.000520660821452809      2.3970673703172685e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5242.807839616513     All      -9.094194887381034e-05     8.202797077163157e-05      -0.0008228501665774011     1.962196964962148e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7619.004431208464     All      -4.339659786238495e-05     8.649883465432328e-06      -6.996499720807201e-05     1.3831034759059092e-05     
MWEBV         All|All|All                                All                   All      -0.7841722719579791        -3.941896219278185         0.07569501904958097        -1.0251966546287992        
Redshift      All|All|All                                All                   All      7.382630967551039          -0.2907693158398672        9.638796500378472          -2.069343701250507         
