#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_I
@MAGSYS  Linear_AB11_off
52535.49  14.878  0.025
52536.5  14.518  0.02
52537.47  14.239  0.01
52541.49  13.603  0.014
52543.5  13.557  0.02
52544.46  13.51  0.011
52547.47  13.587  0.01
52548.49  13.573  0.01
52549.48  13.609  0.011
52550.45  13.655  0.011
52551.47  13.701  0.01
52553.45  13.784  0.011
52555.44  13.953  0.01
52559.45  14.199  0.013
52561.4  14.286  0.029
52562.39  14.292  0.01
52565.4  14.264  0.012
52570.45  14.192  0.04
52574.37  14.023  0.011
52576.39  14.035  0.01
52579.4  14.11  0.022
52582.37  14.292  0.01
52594.34  15.002  0.02
52600.4  15.349  0.039
52604.33  15.501  0.02
52607.3  15.6  0.018
52610.35  15.756  0.026
52613.31  15.917  0.033
52616.29  16.142  0.028
52619.27  16.09  0.035
52620.32  16.241  0.065
52631.29  16.595  0.07
52644.23  17.104  0.075
52657.22  17.783  0.136
52663.19  18.02  0.275
52673.13  18.126  0.139
