#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4399.751467995845     All      -0.4984003458304036        0.30614429139017574        -0.7297715639153615        0.22950030389712536       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            6963.342394151127     All      0.8879932576444317         -0.16710728622797433       2.3366560336389224         -0.23940673200777643      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    4920.01038553061      All      0.22999699316814923        0.4171799679484778         -0.09591781562639651       0.05669128144609519       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3291.433795357874     All      -0.10198603412859604       0.02347878536017589        0.5180882081615031         0.06398791661462472       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            5695.272246044298     All      0.9624090596651305         0.16586578975914534        -1.7921383027526951        -0.33943524996192326      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4027.5778161395515    All      -0.4660650704492915        0.23746840762139954        -0.05831921815126068       0.2265614805159506        
Check         All|All|All                              All                   All      1.01394786006942           0.9830299558514            0.17859734135471167        -0.0021009994959038103    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4399.751467995845     All      -0.00035455134814213777    5.8388535253049623e-05     -0.0019482263374177161     4.756771178142029e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            6963.342394151127     All      -0.0006916106481742749     0.00012880832653102092     -0.001739313701451818      0.00018961986892716509    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    4920.01038553061      All      -4.8018261877226826e-05    -9.540906675887942e-05     -0.00047748375318631985    -3.674465116227311e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3291.433795357874     All      -0.00020474382227768273    4.009705757209361e-05      0.0013561082922265307      0.00014026961429472673    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            5695.272246044298     All      -0.00024183735761904582    -3.4546728320998913e-06    -0.00011138839926689225    7.26783303216227e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4027.5778161395515    All      -0.00042622260216775096    0.00016728218645634105     -0.0006066739995218887     0.00016625096113667535    
MWEBV         All|All|All                              All                   All      -0.8239980453254465        -3.655092431359108         0.6963826848007892         -0.8911042209172487       
Redshift      All|All|All                              All                   All      7.716409647536565          0.006296026035812474       11.050547126315664         -2.018302496806354        
