#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_g                4773.131628944926    All      -1.131969627087936         1.1799198372885122         0.24319614958865365       0.7639111846482391         
Zeropoint     AB|PS|PS_i                7341.853644138748    All      0.5733726160164501         -0.13402770731811842       0.23518042669037342       -0.21992853579087535       
Zeropoint     AB|PS|PS_r                6061.553140343458    All      1.3062687047919188         0.01766909123404048        -0.6448209833403329       -0.44851468673469186       
Zeropoint     AB|PS|PS_z                8437.581299514579    All      0.25203805205414465        -0.06504854362541224       0.17494128368746864       -0.09547871003725526       
Check         All|All|All               All                  All      0.9997097457745772         0.9985126775790221         0.00849687662616283       -1.0747914583317253e-05    
Lambda        AB|PS|PS_g                4773.131628944926    All      -0.00022867014401093874    -7.302259716552664e-05     -0.000704569260943126     1.9257836513421447e-05     
Lambda        AB|PS|PS_i                7341.853644138748    All      3.0192381009448667e-05     -3.618166838462525e-05     -0.0003162289638913605    -3.573205780038772e-05     
Lambda        AB|PS|PS_r                6061.553140343458    All      -6.323926066099376e-05     1.3093149253129204e-05     -0.0002539301448059519    1.3532241067005718e-05     
Lambda        AB|PS|PS_z                8437.581299514579    All      0.0004370258807319466      -0.00012016360681786704    0.00026431475684104614    -0.00016969979344058316    
MWEBV         All|All|All               All                  All      -0.715577446809557         -4.042995810909034         0.09568293998372113       -1.0795797398442042        
Redshift      All|All|All               All                  All      3.799512516845584          1.1790328645881587         6.26389459059562          -0.5740475874090637        
