#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3699.6206691162647    All      -2.5987223266257518       0.15657407785543143        -0.25064147521529634      0.8863057076145563         
Zeropoint     AB|MEGACAMPSF|z           5217.366091022285     All      0.18929553443724134       0.019169004409747004       -0.2809523218977761       -0.06795341958550152       
Zeropoint     AB|MEGACAMPSF|i           4527.063525788592     All      3.4063573453712883        0.8248777569701105         0.5275240476136922        -0.8173318546834208        
Check         All|All|All               All                   All      0.9969305531827777        1.0006208392352889         -0.004069749499380215     0.0010204333456339532      
Lambda        AB|MEGACAMPSF|r           3699.6206691162647    All      -0.0042322114708444715    0.00015068878266897177     -0.001601912623901293     0.0013561688026185559      
Lambda        AB|MEGACAMPSF|z           5217.366091022285     All      4.960230730288562e-05     6.376027669444596e-07      -0.0002686207764706646    -2.7936726681570754e-05    
Lambda        AB|MEGACAMPSF|i           4527.063525788592     All      -0.0004536748280092104    -0.00015324021865561246    -0.0013960792191356154    3.556083268143931e-05      
MWEBV         All|All|All               All                   All      -0.22508024450789188      -1.9593252150318818        -0.007793634611585887     -0.5652484359823379        
Redshift      All|All|All               All                   All      14.957304864745028        1.4773468672446555         1.7471275540849485        -4.312899518759197         
