#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4134.573312486369    All      -2.9591501249405594       0.6249369189141873        -0.333480073544401        1.1525733790811608        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4951.155629777784    All      3.9523816419361433        0.3774907241069769        0.33562088603289747       -1.149482363662104        
Check         All|All|All                            All                  All      0.9932315169955843        1.0024276430211643        0.0021408124884964574     0.003091015419056653      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4134.573312486369    All      -0.0014920769938196218    0.00013725756508870706    -0.0013852025769780139    0.00046891264034603936    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4951.155629777784    All      0.00016134414402064568    -6.673696352469205e-05    -0.0007881731917856149    -0.0001094660699739306    
MWEBV         All|All|All                            All                  All      -0.03692393962487239      -2.136168163347918        0.014318827819830965      -0.6831539232285763       
Redshift      All|All|All                            All                  All      5.204192790860026         0.8424272330735505        4.708241743816909         -1.2106633351412246       
