#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_r                5928.01846921769     All      0.6960157236085298         0.013410199288443891       -2.792155957910841        -0.3469481728188506       
Zeropoint     AB|PS|PS_i                7180.114236906884    All      0.9424791704213895         -0.07336180310941742       1.8306300930429682        -0.24920021198173298      
Zeropoint     AB|PS|PS_g                4667.980597921374    All      -0.9118283800814415        1.1322824602236992         1.01248242375198          0.7110165903450039        
Zeropoint     AB|PS|PS_z                8251.703255085891    All      0.2710501969285544         -0.07367431167386584       -0.036387283321139        -0.1139119108851519       
Check         All|All|All               All                  All      0.9977167108770324         0.9986565447288598         0.01456927556296822       0.0009562946592684418     
Lambda        AB|PS|PS_r                5928.01846921769     All      -6.7420079649621e-05       -3.662170927051081e-06     -0.0002965260340550842    7.535453438769828e-06     
Lambda        AB|PS|PS_i                7180.114236906884    All      -0.0006098616226830795     5.901348940134628e-06      -0.0018149049326122307    0.00011958338627209724    
Lambda        AB|PS|PS_g                4667.980597921374    All      -0.00010148996306863694    -2.143624446851542e-05     -0.0007769809438203618    -8.59696114112966e-06     
Lambda        AB|PS|PS_z                8251.703255085891    All      0.00014589819051925103     -4.5273513112335815e-05    -9.600911818760816e-05    -6.655535922582709e-05    
MWEBV         All|All|All               All                  All      -0.6552316135209963        -3.922921366649579         0.14872073018087698       -1.0577573332553103       
Redshift      All|All|All               All                  All      6.744265943317264          0.06392071559160328        12.033691179861767        -1.6389998488874915       
