#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_r            4766.392592899208     All      1.077204301898184          0.5339641456560074         2.4041877668510763        -0.0696633329588206        
Zeropoint     AB|SDSS|SDSS_g            3647.6534312498966    All      -1.2571395833040646        0.3851747711152598         -0.5680170640888743       0.5096078230094947         
Zeropoint     AB|SDSS|SDSS_i            5780.084099471189     All      0.9685114799567139         0.04496925189734213        -2.148582839184959        -0.3967094713445314        
Zeropoint     AB|SDSS|SDSS_z            6872.038174248503     All      0.21182570344190393        0.03623829665375666        0.33866453735970775       -0.04208155217259521       
Check         All|All|All               All                   All      1.0004019019927375         1.000346465322366          0.026252400936950526      0.0011534665335475036      
Lambda        AB|SDSS|SDSS_r            4766.392592899208     All      1.2735134496286605e-05     -3.5268503151486684e-05    -0.0006758788238155399    -4.5797731762378586e-05    
Lambda        AB|SDSS|SDSS_g            3647.6534312498966    All      -0.002341586356793247      0.0005918570753395944      -0.0024625227263633132    0.0008456279539482305      
Lambda        AB|SDSS|SDSS_i            5780.084099471189     All      -0.00012983958363110192    6.240309459053328e-06      0.0004806788032202471     6.577618538479777e-05      
Lambda        AB|SDSS|SDSS_z            6872.038174248503     All      -4.967160992216117e-05     3.2228886228130704e-06     0.00010682667417491955    2.1996662184670433e-05     
MWEBV         All|All|All               All                   All      -0.5676260630166547        -2.8795181903864986        -0.0525289504302362       -0.7554034506771292        
Redshift      All|All|All               All                   All      5.1643170636603575         -1.3137891956848335        -5.2299264063677855       -2.3435199273672893        
