#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_i
@MAGSYS  Linear_AB11_off
54397.15  17.918  0.018
54400.17  17.954  0.017
54403.1  18.029  0.013
54407.24  18.455  0.016
54409.14  18.572  0.019
54411.12  18.588  0.017
54413.13  18.484  0.02
54417.15  18.356  0.016
54421.12  18.433  0.016
54422.13  18.491  0.018
54423.12  18.638  0.021
54427.16  18.926  0.035
54430.12  19.085  0.029
54435.06  19.42  0.028
54440.09  19.727  0.032
54443.16  19.751  0.058
54445.12  19.811  0.035
54449.08  20.008  0.038
54455.06  20.275  0.1
54456.07  20.341  0.083
54457.06  20.281  0.088
54458.05  20.322  0.079
54466.06  20.752  0.074
54468.06  20.658  0.073
54476.06  21.167  0.122
