#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3742.509667050721     All      -0.9563530648458132        0.43162290741296516        -0.1645342970058694       0.4447670272211643        
Zeropoint     AB|SDSS|SDSS_r            4890.341336449777     All      0.7386344438762387         0.3972725435843927         -0.12194730742436377      -0.11663474964462017      
Zeropoint     AB|SDSS|SDSS_z            7050.7436586852255    All      0.11056781781868388        0.01889831280657006        0.1931482772117521        -0.021240453105571266     
Zeropoint     AB|SDSS|SDSS_i            5930.393615060274     All      1.1059557661578023         0.15073742875131302        0.09768535575782611       -0.30678678946829546      
Check         All|All|All               All                   All      0.9988049630069116         0.9985311925552409         0.004352028539345021      0.00010503500267738941    
Lambda        AB|SDSS|SDSS_g            3742.509667050721     All      -0.0015418748403335327     0.0005000538459993231      -0.0020367226301119114    0.0005742337739438189     
Lambda        AB|SDSS|SDSS_r            4890.341336449777     All      -0.00024070365237669427    -3.794469647455973e-05     -0.0010583254743664464    1.8817057300954837e-05    
Lambda        AB|SDSS|SDSS_z            7050.7436586852255    All      -4.723721448450942e-05     -4.9795378208732e-06       -1.663774587884383e-05    1.3022249341444501e-05    
Lambda        AB|SDSS|SDSS_i            5930.393615060274     All      -0.00011666555183804318    -2.4060723538722686e-05    4.721461740658077e-05     3.227141071140784e-05     
MWEBV         All|All|All               All                   All      -0.5640731778877268        -2.971236577425529         0.14111494323298945       -0.7777950007540335       
Redshift      All|All|All               All                   All      4.0963890754354795         -0.12375849942216632       3.9088217181114215        -1.2002081431519158       
