#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          6897.700750424233    All      0.8599077104813362         0.10807522859312968        1.7517079430648064         -0.1667258937095531       
Zeropoint     AB|DECam|DECam_g          3645.443350047577    All      -0.5998209833633188        0.43827184075455605        1.0502405189591224         0.3850083958355944        
Zeropoint     AB|DECam|DECam_i          5886.148850111655    All      0.8795247116901926         0.037358095033646066       -1.2139164456465124        -0.3284928891563905       
Zeropoint     AB|DECam|DECam_r          4845.065029100258    All      -0.0967393560638814        0.384942390549714          -1.6833063399542714        0.0817813609250359        
Check         All|All|All               All                  All      1.0428720827443285         0.9686475549310458         -0.09527432357685495       -0.028429026105313338     
Lambda        AB|DECam|DECam_z          6897.700750424233    All      -0.0003057464461815758     -4.1525184950355256e-05    -0.00043883134721127036    6.64825298577448e-05      
Lambda        AB|DECam|DECam_g          3645.443350047577    All      -0.0012549231665927138     0.0003709823559922326      -0.002552868445229311      0.00041568812559887       
Lambda        AB|DECam|DECam_i          5886.148850111655    All      -9.378846102375226e-05     -4.438742717383481e-07     0.0005976848765700708      5.707733382479271e-05     
Lambda        AB|DECam|DECam_r          4845.065029100258    All      -0.00012676291544362443    -0.00014287179495745211    -0.0018233212383139332     -8.661364467844841e-05    
MWEBV         All|All|All               All                  All      -0.41816819424532614       -2.764691296038002         0.2946860406053853         -0.7511892880227161       
Redshift      All|All|All               All                  All      5.400863424587573          0.047590982177325714       0.06603643742080223        -1.7407900490174586       
