#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_z            7230.567706613291     All      0.1287598225236259         0.0048830460258386665      0.06967044740648909        -0.03724166944726326      
Zeropoint     AB|SDSS|SDSS_r            5015.0659069973235    All      0.9032594393799924         0.44149578681569324        0.9930934753919152         -0.10609441251974161      
Zeropoint     AB|SDSS|SDSS_g            3837.959632376006     All      -1.2040550442102216        0.48359479409381123        -0.8408102428325126        0.5122015749302863        
Zeropoint     AB|SDSS|SDSS_i            6081.643956483941     All      1.169897189317023          0.06892571458223529        -0.218692862964609         -0.3683818882608922       
Check         All|All|All               All                   All      0.9978614070104193         0.9988993415175784         0.0032608170012826676      0.0004836047023892287     
Lambda        AB|SDSS|SDSS_z            7230.567706613291     All      -2.2565355897028257e-05    -1.3272596444776625e-06    -3.801235373878556e-05     5.221629899132564e-06     
Lambda        AB|SDSS|SDSS_r            5015.0659069973235    All      -0.00020229461719994664    -0.00010420908587527349    -0.0015283971005076987     -3.62556584511015e-05     
Lambda        AB|SDSS|SDSS_g            3837.959632376006     All      -0.0014340659486586872     0.0005627995437442649      -0.0008767141061999186     0.0006113210618415516     
Lambda        AB|SDSS|SDSS_i            6081.643956483941     All      -0.00015056786377086345    -3.2578740488774924e-05    -0.00047667040546866467    1.7161328251752925e-05    
MWEBV         All|All|All               All                   All      -0.5693328988047623        -3.1041948298618394        0.020409264127208004       -0.8247771537041204       
Redshift      All|All|All               All                   All      6.594170869092478          1.2537824371250395         8.87078271002082           -1.343677915535696        
