#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           4020.780809797414     All      -1.1194451356192294        0.32405174213234744        -1.0991650338022407        0.42114373554419215       
Zeropoint     AB|MEGACAMPSF|g           3156.2435595138804    All      -0.3688185617140209        0.06773201360399383        0.1275854285399891         0.14789243616547013       
Zeropoint     AB|MEGACAMPSF|z           5663.132497147101     All      0.65769793687595           0.03301842025837942        -0.17730160800544237       -0.21139082635645481      
Zeropoint     AB|MEGACAMPSF|i           4911.304765228889     All      1.8188894473399546         0.5751390400773104         1.1581008403327986         -0.35344970427916966      
Check         All|All|All               All                   All      0.9883236868826544         0.9999412160720311         0.009219627065104596       0.004195641074037804      
Lambda        AB|MEGACAMPSF|r           4020.780809797414     All      -0.0008442498447396993     0.0001927650818539158      -0.0011593423822675985     0.00028605375251562027    
Lambda        AB|MEGACAMPSF|g           3156.2435595138804    All      -0.0010054080893352915     0.00017395218091075172     0.0002084721450840171      0.00039345959417672754    
Lambda        AB|MEGACAMPSF|z           5663.132497147101     All      -4.899607544857828e-05     -2.555282242808603e-06     -1.9473468028893888e-05    1.425828276410789e-05     
Lambda        AB|MEGACAMPSF|i           4911.304765228889     All      -0.00032731432501568336    -0.00017042565167462492    -0.0016684880822640592     -2.335315763163443e-05    
MWEBV         All|All|All               All                   All      -0.36870989298197054       -2.1975760471967476        0.17932130852228445        -0.5877195879306919       
Redshift      All|All|All               All                   All      3.6695790061003457         0.6789112005424869         3.3942488479830835         -0.8226891574541293       
