#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          4238.240491029341     All      -0.987451810015749         0.5034235956433264         -0.6824767318252767       0.4551713659280171         
Zeropoint     AB|DECam|DECam_g          3188.8665107957167    All      -0.1509687134053886        0.13174554265411587        0.4640967394667017        0.112799840184509          
Zeropoint     AB|DECam|DECam_z          6033.792000698969     All      1.4031385955158096         -0.07560989834889398       -0.9300292836578183       -0.5231799692917996        
Zeropoint     AB|DECam|DECam_i          5148.932830196031     All      0.7279926381729207         0.4440506482470852         1.1758659149097017        -0.040015752307233365      
Check         All|All|All               All                   All      0.9927107102675925         1.0036098881956335         0.027456638893308405      0.004775484513493244       
Lambda        AB|DECam|DECam_r          4238.240491029341     All      -0.0008829254724115428     0.00022914453131251067     -0.0014589106733506924    0.00029713330341205496     
Lambda        AB|DECam|DECam_g          3188.8665107957167    All      -0.00044177068034009076    0.0003507871040333051      0.0011287581076840528     0.00030853343489449877     
Lambda        AB|DECam|DECam_z          6033.792000698969     All      -0.0002792798666406695     -0.00011948312463070443    -0.0016051268263242095    -1.9578382148681333e-05    
Lambda        AB|DECam|DECam_i          5148.932830196031     All      7.293783447601891e-05      4.614202138333524e-05      -0.0017288835504195253    -8.588041026063801e-05     
MWEBV         All|All|All               All                   All      -0.2699818892424761        -2.2661652794058185        0.2261736279834614        -0.6401295124200679        
Redshift      All|All|All               All                   All      5.274438089460745          0.5167076795974168         8.896980081664351         -1.152717960480558         
