#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_B
@MAGSYS  Linear_AB11_off
53674.34  17.086  0.031
53675.23  16.839  0.02
53677.23  16.445  0.02
53679.28  16.183  0.017
53680.2  16.105  0.018
53684.25  15.951  0.036
53689.2  16.106  0.096
53690.25  16.185  0.039
53691.21  16.359  0.033
53692.2  16.419  0.028
53693.18  16.565  0.026
53694.23  16.746  0.027
53695.24  16.854  0.027
53696.16  17.013  0.028
53697.15  17.146  0.034
53698.19  17.301  0.022
53701.21  17.708  0.036
53708.17  18.293  0.065
53710.19  18.361  0.048
53718.13  18.577  0.1
53747.1  18.985  0.27
53757.11  19.269  0.152
53760.11  19.316  0.177
