#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_u
@MAGSYS  Linear_AB11_off
53675.11  16.807  0.016
53682.08  16.307  0.014
53683.08  16.315  0.017
53684.12  16.36  0.018
53687.09  16.553  0.019
53689.16  16.792  0.024
53690.11  16.937  0.023
53694.15  17.658  0.026
53695.14  17.855  0.029
53698.09  18.384  0.041
53699.12  18.721  0.056
53702.13  19.123  0.066
53706.16  19.572  0.067
53712.07  19.932  0.123
53725.1  20.303  0.117
53730.12  20.437  0.121
53736.06  20.56  0.071
53739.06  20.425  0.085
