#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_g                4645.264183320852    All      -1.1041491899176727        1.1309055840253102         0.18940293126517016       0.7364830539173652         
Zeropoint     AB|PS|PS_i                7145.172692386043    All      0.7015553572815652         -0.14531271821294212       0.42853873038137813       -0.25672907799096367       
Zeropoint     AB|PS|PS_z                8211.546894456098    All      0.233328471099161          -0.08689768554086541       0.15913121056518875       -0.09720689928097576       
Zeropoint     AB|PS|PS_r                5899.170164799657    All      1.163975803285034          0.09815833521962247        -0.7803307667731074       -0.38199439189359197       
Check         All|All|All               All                  All      0.9947104417480875         0.9968535154911251         -0.003257894561370378     0.0005526847518338429      
Lambda        AB|PS|PS_g                4645.264183320852    All      -0.00010352046188389367    -0.00011775948530926417    -0.0007923663785351309    -3.9997790646476705e-05    
Lambda        AB|PS|PS_i                7145.172692386043    All      -0.00046884777066336726    0.00012508514516967908     -0.001418839645317373     0.00013014719362363722     
Lambda        AB|PS|PS_z                8211.546894456098    All      0.00020294296319731703     -4.333744466683188e-05     0.00024018766863751184    -6.950315871687615e-05     
Lambda        AB|PS|PS_r                5899.170164799657    All      -0.0004603046351647601     6.872365039738341e-05      -0.001329676001463174     0.00011298458415690185     
MWEBV         All|All|All               All                  All      -0.6814354967782892        -3.9067361770152687        0.06557347858913154       -1.0476602976124654        
Redshift      All|All|All               All                  All      9.08927126884348           -1.1045451174419796        21.367029919255476        -2.366948953533374         
