Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 57268.28779848236 0.5183872863012214
Redshift 0.017265277567456352 0 F
Color 0.3982415813694852 0.024395665219513963
X0 0.0037314220419952526 7.521030666532629e-05
X1 3.677706288927411 0.3550971363685413
RestFrameMag_0_UX 16.62874562711257 0.0
RestFrameMag_0_B 16.705581184036582 0.021884030270090338
RestFrameMag_0_V 16.245181466242986 0.0
RestFrameMag_0_R 16.111588828766525 0.0
CovDayMaxDayMax 0.2687253785987445 -1
CovDayMaxRestFrameMag_0_B 0.0006759679118822429 -1
CovDayMaxX1 -0.0991818204946901 -1
CovDayMaxColor -0.0008145710536864694 -1
CovRestFrameMag_0_BDayMax 0.000675967911882242 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0004789107808622301 -1
CovRestFrameMag_0_BX1 -0.00030066235487463656 -1
CovRestFrameMag_0_BColor 0.00039432792216369434 -1
CovX1DayMax -0.0991818204946901 -1
CovX1RestFrameMag_0_B -0.0003006623548746361 -1
CovX1X1 0.12609397625713842 -1
CovX1Color -0.0022804564470191202 -1
CovColorDayMax -0.0008145710536864746 -1
CovColorRestFrameMag_0_B 0.0003943279221636943 -1
CovColorX1 -0.0022804564470191137 -1
CovColorColor 0.0005951484815026032 -1

dmu_estimate 0.08871021909187889
FirstPhase  -5.738481997850138
LastPhase  41.24260646934168
LatestNegPhase  -0.04072534792054362
EarliestPosPhase  1.807258694640924
NightsNegPhase  2
NightsPosPhase  3

salt3source   1
salt2_version   salt3-f22
