#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K2_R
@MAGSYS  Linear_AB11_off
51536.31  17.856  0.074
51537.23  17.587  0.044
51538.26  17.27  0.023
51539.19  17.042  0.018
51541.26  16.646  0.019
51542.24  16.517  0.013
51543.18  16.402  0.015
51544.26  16.293  0.022
51547.2  16.113  0.014
51548.2  16.097  0.011
51551.15  16.023  0.011
51552.14  16.006  0.011
51553.18  16.003  0.015
51554.17  15.977  0.02
51556.18  16.066  0.014
51557.14  16.074  0.022
51570.16  16.867  0.105
51572.11  16.759  0.025
51576.13  16.809  0.018
51596.12  17.613  0.047
51616.14  18.402  0.103
