#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K2_B
@MAGSYS  Linear_AB11_off
51536.31  17.86  0.07
51537.23  17.523  0.027
51538.26  17.313  0.026
51539.19  17.088  0.022
51540.22  16.846  0.019
51541.26  16.674  0.015
51542.24  16.541  0.016
51543.18  16.433  0.013
51546.17  16.256  0.076
51547.2  16.194  0.011
51548.2  16.17  0.013
51550.18  16.252  0.081
51551.15  16.172  0.01
51552.14  16.208  0.02
51553.18  16.24  0.01
51554.17  16.273  0.025
51556.18  16.355  0.02
51557.14  16.407  0.017
51570.16  17.446  0.126
51572.11  17.663  0.04
51576.13  18.114  0.068
51578.11  18.145  0.072
51596.12  19.092  0.139
